中文名,字段名,数据类型,数据类型,字段名,单位
DDATETIME,D_DDATETIME,DATE,,,
观测方式,V01045,,,
所属县区,V_COUNTY,,,
所属镇街,V_TOWN,,,
所属省份,V_PRCODE,,,
所属地市,V_CITY,,,
站址,V_ADDRESS,,,
省级上传更正报标识,V_SBBB,,,
台站级数据质量控制码,V_TQC,,,
省级数据质量控制码,V_SQC,,,
国家级数据质量控制码,V_GQC,,,
镇代表站标志,V_REPRESENT_FLAG,,,
1分钟平均紫外线,V15461_701_001,,,
日瞬时极大风速出现时间（时分）,V11212_252_052,,,
所属村,V_VILLAGE,,,
站名（中文）,VF01015_CN,,,
站名（中文）,VF01015_CN_1,,,
Micaps使用的区站号（数字）,V01300_1,,,
测站类型,V02001,,,
数据类型,DTYPE,,,
风向质控码,Q11201,,,
风速质控码,Q11202,,,
湿度质控码,Q13003,,,
雨量质控码,Q13011,,,
气压质控码,Q10004,,,
温度质控码,Q12001,,,
蒸发,V13032,,,
标识数据通信质量,V_PROD_QU,,,
日瞬时极大风速,V11212_252,,,
日十分钟最大风速,V11042_202,,,
日十分钟最大风速时的风向,V11292_205
日瞬时极大风速时的风向,V11211_252,,,
日最低气温(过去24小时最低气温),V12012_205,,,
气压表海拔高度,V08001,,,
1小时降水量,V13025,,,
自动站站号,V01301,VARCHAR2(8),Char(5),IIIII,
收到时间,D_RYMDHM,DATE,Char(12),C_RYMDHM,
入库时间,D_IYMDHM,DATE,Char(12),C_IYMDHM,
资料观测年,V04001,NUMBER(4),Char(4),C_OYYYY,
资料年,C_TYYYY,,,
资料观测月,V04002,NUMBER(2),Char(2),C_OMM,
资料月,C_TMM,,,
资料观测日,V04003,NUMBER(2),Char2),C_ODD,
资料观测时,V04004,NUMBER(2),NUMBER (4),V_OHM,
资料观测分,V04005,NUMBER(2),,,
资料日,C_TDD,,,
资料年月日,C_TYMD,,,
资料观测时次,C_CC,,,
区站号（数字）,RCODE,,,
区站号（数字）,V01300,,,
区站号,IIIII,,,
1小时降水量可信度,F13025,,,
24小时降水量可信度,F13023,,,
3小时降水量可信度,F13020,,,
6小时降水量可信度,F13021,,,
站网级别,V02301,,,
纬度,V05001,"NUMBER(10, 3)","NUMBER(10,4)",V05001,度
经度,V06001,"NUMBER(10, 3)","NUMBER(10,4)",V06001,度
站点高度,V07001,"NUMBER(8,1)","NUMBER(10,4)",V07001,m
报告订正标志,V_BBB,CHAR(3),CHAR(3),C_BBB,
本站气压,V10004,"NUMBER(8,1)","NUMBER(10,4)",V10004,hpa
海平面气压,V10051,"NUMBER(8,1)","NUMBER(10,4)",V10051,hpa
3小时变压,V10061,"NUMBER(10,4)","NUMBER(10,4)",V10061,hpa
24小时变压,V10062,"NUMBER(10,4)","NUMBER(10,4)",V10062,hpa
最高本站气压,V10301,"NUMBER(8,1)","UMBER(10,4)",V10510,hpa
最高本站气压出现时间,V10301_052,NUMBER(6),"NUMBER(10,4)",V10610,时分
最低本站气压,V10302,"NUMBER(8,1)","NUMBER(10,4)",V10511,hpa
最低本站气压出现时间,V10302_052,NUMBER(6),"NUMBER(10,4)",V10611,时分
气温,V12001,"NUMBER(8,1)","NUMBER(10,4)",V12004,0C
最高气温,V12011,"NUMBER(8,1)","NUMBER(10,4)",V12011,0C
最高气温出现时间,V12011_052,NUMBER(6),"NUMBER(10,4)",V12611,时分
最低气温,V12012,"NUMBER(8,1)","NUMBER(10,4)",V12012,0C
最低气温出现时间,V12012_052,NUMBER(6),"NUMBER(10,4)",V12612,时分
地表温度,V12120,,,
24小时变温,V12405,"NUMBER (8,1)",,V12220_024,0C
过去24小时最高气温,V12016,"NUMBER(8,1)",,V12016,0C
过去24小时最低气温,V12017,"NUMBER (8,1)",,V12017,0C
露点温度,V12003,"NUMBER(8,1)",,V12006,0C
相对湿度,V13003,"NUMBER(8,1)","NUMBER(10,4)",V13003,%
最小相对湿度,V13007,"NUMBER (8,1)","NUMBER(10,4)",V13007,%
